method,depth,isTrain,mean,std
DEFT_perf,1,False,0.8095047523761881,0.012085985045363809
DEFT_perf,1,True,0.82005,0.012456674917489021
DEFT_perf,2,False,0.8552276138069035,0.014134168697914312
DEFT_perf,2,True,0.8721,0.020422567174574295
DEFT_perf,3,False,0.8673336668334167,0.007157249011097324
DEFT_perf,3,True,0.8926999999999999,0.005740209055426491
