dataset,model,featurizer,seed,sweep_param,sweep_value,kmer_size,subsample_proportion,split,accuracy,f1,precision,recall,auprc
mpra_enhancers,logreg,kmer_count,42,C,0.1,2,1.0,train,0.7227464613856469,0.7139379964130156,0.7373643821116698,0.6919543084181773,0.8153858565081172
mpra_enhancers,logreg,kmer_count,42,C,0.1,2,1.0,test,0.7304964539007093,0.8071065989847716,0.9137931034482759,0.7227272727272728,0.9453141332166353
mpra_enhancers,logreg,kmer_count,43,C,0.1,2,1.0,train,0.7227464613856469,0.7139379964130156,0.7373643821116698,0.6919543084181773,0.8153858565081172
mpra_enhancers,logreg,kmer_count,43,C,0.1,2,1.0,test,0.7304964539007093,0.8071065989847716,0.9137931034482759,0.7227272727272728,0.9453141332166353
mpra_enhancers,logreg,kmer_count,44,C,0.1,2,1.0,train,0.7227464613856469,0.7139379964130156,0.7373643821116698,0.6919543084181773,0.8153858565081172
mpra_enhancers,logreg,kmer_count,44,C,0.1,2,1.0,test,0.7304964539007093,0.8071065989847716,0.9137931034482759,0.7227272727272728,0.9453141332166353
mpra_enhancers,logreg,kmer_count,45,C,0.1,2,1.0,train,0.7227464613856469,0.7139379964130156,0.7373643821116698,0.6919543084181773,0.8153858565081172
mpra_enhancers,logreg,kmer_count,45,C,0.1,2,1.0,test,0.7304964539007093,0.8071065989847716,0.9137931034482759,0.7227272727272728,0.9453141332166353
mpra_enhancers,logreg,kmer_count,46,C,0.1,2,1.0,train,0.7227464613856469,0.7139379964130156,0.7373643821116698,0.6919543084181773,0.8153858565081172
mpra_enhancers,logreg,kmer_count,46,C,0.1,2,1.0,test,0.7304964539007093,0.8071065989847716,0.9137931034482759,0.7227272727272728,0.9453141332166353
